Cement (component 1)(kg in a m^3 mixture),Cementitious_Ratio (by mass),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Blast_Furnace_Slag_Ratio (by mass),Fly Ash (component 3)(kg in a m^3 mixture),fly_ash_ratio (of total weight),"Fly_Ash_Ratio (of total cementitious materials, by mass)",Water  (component 4)(kg in a m^3 mixture),Water_ratio (total by weight),Water-to-Cementitious_Ratio,Superplasticizer (component 5)(kg in a m^3 mixture),Superplasticizer_Ratio (by mass),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Coarse_Aggregate_Ratio (by mass),Fine Aggregate (component 7)(kg in a m^3 mixture),Sand_Ratio (by mass),Age (day),Total Mass of 1 m^3,"Concrete compressive strength(MPa, megapascals) "
167.0 ,0.1416 ,75.4 ,0.0320 ,167.0 ,0.0708 ,0.5000 ,164.0 ,0.0695 ,0.4911 ,7.9 ,0.0034 ,1007.3 ,0.4271 ,770.1 ,0.3265 ,56 ,2358.7,53.46 
173.8 ,0.1412 ,93.4 ,0.0395 ,159.9 ,0.0677 ,0.4792 ,172.3 ,0.0729 ,0.5164 ,9.7 ,0.0041 ,1007.2 ,0.4262 ,746.6 ,0.3160 ,56 ,2363.0,48.99 
190.3 ,0.1331 ,0.0 ,0.0000 ,125.2 ,0.0528 ,0.3967 ,166.6 ,0.0703 ,0.5280 ,9.9 ,0.0042 ,1079.0 ,0.4553 ,798.9 ,0.3371 ,56 ,2369.9,31.72 
250.0 ,0.1472 ,0.0 ,0.0000 ,95.7 ,0.0407 ,0.2768 ,191.8 ,0.0817 ,0.5549 ,5.3 ,0.0023 ,948.9 ,0.4040 ,857.2 ,0.3649 ,56 ,2349.0,39.64 
213.5 ,0.1633 ,0.0 ,0.0000 ,174.2 ,0.0734 ,0.4494 ,159.2 ,0.0671 ,0.4106 ,11.7 ,0.0049 ,1043.6 ,0.4396 ,771.9 ,0.3251 ,56 ,2374.1,51.26 
194.7 ,0.1244 ,0.0 ,0.0000 ,100.5 ,0.0424 ,0.3405 ,170.2 ,0.0717 ,0.5765 ,7.5 ,0.0032 ,998.0 ,0.4206 ,901.8 ,0.3801 ,56 ,2372.7,43.39 
251.4 ,0.1562 ,0.0 ,0.0000 ,118.3 ,0.0500 ,0.3200 ,192.9 ,0.0815 ,0.5220 ,5.8 ,0.0024 ,1043.6 ,0.4410 ,754.3 ,0.3188 ,56 ,2366.2,39.27 
165.0 ,0.1297 ,0.0 ,0.0000 ,143.6 ,0.0604 ,0.4653 ,163.8 ,0.0689 ,0.5309 ,0.0 ,0.0000 ,1005.6 ,0.4227 ,900.9 ,0.3787 ,100 ,2378.9,37.96 
165.0 ,0.1258 ,128.5 ,0.0544 ,132.1 ,0.0559 ,0.4446 ,175.1 ,0.0741 ,0.5892 ,8.1 ,0.0034 ,1005.8 ,0.4260 ,746.6 ,0.3162 ,100 ,2361.1,55.02 
178.0 ,0.1255 ,129.8 ,0.0549 ,118.6 ,0.0502 ,0.3998 ,179.9 ,0.0761 ,0.6066 ,3.6 ,0.0015 ,1007.3 ,0.4261 ,746.8 ,0.3159 ,100 ,2364.0,49.99 
167.4 ,0.1253 ,129.9 ,0.0550 ,128.6 ,0.0545 ,0.4346 ,175.5 ,0.0743 ,0.5928 ,7.8 ,0.0033 ,1006.3 ,0.4260 ,746.6 ,0.3161 ,100 ,2362.0,53.66 
172.4 ,0.1447 ,13.6 ,0.0057 ,172.4 ,0.0724 ,0.5000 ,156.8 ,0.0658 ,0.4547 ,4.1 ,0.0017 ,1006.3 ,0.4225 ,856.4 ,0.3595 ,100 ,2382.0,37.68 
173.5 ,0.1466 ,50.1 ,0.0211 ,173.5 ,0.0733 ,0.5000 ,164.8 ,0.0696 ,0.4747 ,6.5 ,0.0027 ,1006.2 ,0.4249 ,793.5 ,0.3351 ,100 ,2368.1,56.06 
167.0 ,0.1416 ,75.4 ,0.0320 ,167.0 ,0.0708 ,0.5000 ,164.0 ,0.0695 ,0.4911 ,7.9 ,0.0034 ,1007.3 ,0.4271 ,770.1 ,0.3265 ,100 ,2358.7,56.81 
173.8 ,0.1412 ,93.4 ,0.0395 ,159.9 ,0.0677 ,0.4792 ,172.3 ,0.0729 ,0.5164 ,9.7 ,0.0041 ,1007.2 ,0.4262 ,746.6 ,0.3160 ,100 ,2363.0,50.94 
190.3 ,0.1331 ,0.0 ,0.0000 ,125.2 ,0.0528 ,0.3967 ,166.6 ,0.0703 ,0.5280 ,9.9 ,0.0042 ,1079.0 ,0.4553 ,798.9 ,0.3371 ,100 ,2369.9,33.56 
250.0 ,0.1472 ,0.0 ,0.0000 ,95.7 ,0.0407 ,0.2768 ,191.8 ,0.0817 ,0.5549 ,5.3 ,0.0023 ,948.9 ,0.4040 ,857.2 ,0.3649 ,100 ,2349.0,41.16 
213.5 ,0.1633 ,0.0 ,0.0000 ,174.2 ,0.0734 ,0.4494 ,159.2 ,0.0671 ,0.4106 ,11.7 ,0.0049 ,1043.6 ,0.4396 ,771.9 ,0.3251 ,100 ,2374.1,52.96 
194.7 ,0.1244 ,0.0 ,0.0000 ,100.5 ,0.0424 ,0.3405 ,170.2 ,0.0717 ,0.5765 ,7.5 ,0.0032 ,998.0 ,0.4206 ,901.8 ,0.3801 ,100 ,2372.7,44.28 
251.4 ,0.1562 ,0.0 ,0.0000 ,118.3 ,0.0500 ,0.3200 ,192.9 ,0.0815 ,0.5220 ,5.8 ,0.0024 ,1043.6 ,0.4410 ,754.3 ,0.3188 ,100 ,2366.2,40.15 
446.0 ,0.2186 ,24.0 ,0.0100 ,79.0 ,0.0329 ,0.1505 ,162.0 ,0.0675 ,0.3086 ,11.6 ,0.0048 ,967.0 ,0.4026 ,712.0 ,0.2965 ,28 ,2401.6,57.03 
446.0 ,0.2186 ,24.0 ,0.0100 ,79.0 ,0.0329 ,0.1505 ,162.0 ,0.0675 ,0.3086 ,11.6 ,0.0048 ,967.0 ,0.4026 ,712.0 ,0.2965 ,28 ,2401.6,44.42 
446.0 ,0.2186 ,24.0 ,0.0100 ,79.0 ,0.0329 ,0.1505 ,162.0 ,0.0675 ,0.3086 ,11.6 ,0.0048 ,967.0 ,0.4026 ,712.0 ,0.2965 ,28 ,2401.6,51.02 
446.0 ,0.2187 ,24.0 ,0.0100 ,79.0 ,0.0329 ,0.1505 ,162.0 ,0.0675 ,0.3086 ,10.3 ,0.0043 ,967.0 ,0.4029 ,712.0 ,0.2966 ,28 ,2400.3,53.39 
446.0 ,0.2186 ,24.0 ,0.0100 ,79.0 ,0.0329 ,0.1505 ,162.0 ,0.0675 ,0.3086 ,11.6 ,0.0048 ,967.0 ,0.4026 ,712.0 ,0.2965 ,3 ,2401.6,35.36 
446.0 ,0.2186 ,24.0 ,0.0100 ,79.0 ,0.0329 ,0.1505 ,162.0 ,0.0675 ,0.3086 ,11.6 ,0.0048 ,967.0 ,0.4026 ,712.0 ,0.2965 ,3 ,2401.6,25.02 
446.0 ,0.2186 ,24.0 ,0.0100 ,79.0 ,0.0329 ,0.1505 ,162.0 ,0.0675 ,0.3086 ,11.6 ,0.0048 ,967.0 ,0.4026 ,712.0 ,0.2965 ,3 ,2401.6,23.35 
446.0 ,0.2186 ,24.0 ,0.0100 ,79.0 ,0.0329 ,0.1505 ,162.0 ,0.0675 ,0.3086 ,11.6 ,0.0048 ,967.0 ,0.4026 ,712.0 ,0.2965 ,7 ,2401.6,52.01 
446.0 ,0.2186 ,24.0 ,0.0100 ,79.0 ,0.0329 ,0.1505 ,162.0 ,0.0675 ,0.3086 ,11.6 ,0.0048 ,967.0 ,0.4026 ,712.0 ,0.2965 ,7 ,2401.6,38.02 
446.0 ,0.2186 ,24.0 ,0.0100 ,79.0 ,0.0329 ,0.1505 ,162.0 ,0.0675 ,0.3086 ,11.6 ,0.0048 ,967.0 ,0.4026 ,712.0 ,0.2965 ,7 ,2401.6,39.30 
446.0 ,0.2186 ,24.0 ,0.0100 ,79.0 ,0.0329 ,0.1505 ,162.0 ,0.0675 ,0.3086 ,11.6 ,0.0048 ,967.0 ,0.4026 ,712.0 ,0.2965 ,56 ,2401.6,61.07 
446.0 ,0.2186 ,24.0 ,0.0100 ,79.0 ,0.0329 ,0.1505 ,162.0 ,0.0675 ,0.3086 ,11.6 ,0.0048 ,967.0 ,0.4026 ,712.0 ,0.2965 ,56 ,2401.6,56.14 
446.0 ,0.2186 ,24.0 ,0.0100 ,79.0 ,0.0329 ,0.1505 ,162.0 ,0.0675 ,0.3086 ,11.6 ,0.0048 ,967.0 ,0.4026 ,712.0 ,0.2965 ,56 ,2401.6,55.25 
446.0 ,0.2187 ,24.0 ,0.0100 ,79.0 ,0.0329 ,0.1505 ,162.0 ,0.0675 ,0.3086 ,10.3 ,0.0043 ,967.0 ,0.4029 ,712.0 ,0.2966 ,56 ,2400.3,54.77 
387.0 ,0.1959 ,20.0 ,0.0081 ,94.0 ,0.0383 ,0.1954 ,157.0 ,0.0639 ,0.3264 ,14.3 ,0.0058 ,938.0 ,0.3820 ,845.0 ,0.3442 ,28 ,2455.3,50.24 
387.0 ,0.1959 ,20.0 ,0.0081 ,94.0 ,0.0383 ,0.1954 ,157.0 ,0.0640 ,0.3264 ,13.9 ,0.0057 ,938.0 ,0.3821 ,845.0 ,0.3442 ,28 ,2454.9,46.68 
387.0 ,0.1961 ,20.0 ,0.0082 ,94.0 ,0.0383 ,0.1954 ,157.0 ,0.0640 ,0.3264 ,11.6 ,0.0047 ,938.0 ,0.3824 ,845.0 ,0.3445 ,28 ,2452.6,46.68 
387.0 ,0.1959 ,20.0 ,0.0081 ,94.0 ,0.0383 ,0.1954 ,157.0 ,0.0639 ,0.3264 ,14.3 ,0.0058 ,938.0 ,0.3820 ,845.0 ,0.3442 ,3 ,2455.3,22.75 
387.0 ,0.1959 ,20.0 ,0.0081 ,94.0 ,0.0383 ,0.1954 ,157.0 ,0.0640 ,0.3264 ,13.9 ,0.0057 ,938.0 ,0.3821 ,845.0 ,0.3442 ,3 ,2454.9,25.51 
387.0 ,0.1961 ,20.0 ,0.0082 ,94.0 ,0.0383 ,0.1954 ,157.0 ,0.0640 ,0.3264 ,11.6 ,0.0047 ,938.0 ,0.3824 ,845.0 ,0.3445 ,3 ,2452.6,34.77 
387.0 ,0.1959 ,20.0 ,0.0081 ,94.0 ,0.0383 ,0.1954 ,157.0 ,0.0639 ,0.3264 ,14.3 ,0.0058 ,938.0 ,0.3820 ,845.0 ,0.3442 ,7 ,2455.3,36.84 
387.0 ,0.1959 ,20.0 ,0.0081 ,94.0 ,0.0383 ,0.1954 ,157.0 ,0.0640 ,0.3264 ,13.9 ,0.0057 ,938.0 ,0.3821 ,845.0 ,0.3442 ,7 ,2454.9,45.90 
387.0 ,0.1961 ,20.0 ,0.0082 ,94.0 ,0.0383 ,0.1954 ,157.0 ,0.0640 ,0.3264 ,11.6 ,0.0047 ,938.0 ,0.3824 ,845.0 ,0.3445 ,7 ,2452.6,41.67 
387.0 ,0.1959 ,20.0 ,0.0081 ,94.0 ,0.0383 ,0.1954 ,157.0 ,0.0639 ,0.3264 ,14.3 ,0.0058 ,938.0 ,0.3820 ,845.0 ,0.3442 ,56 ,2455.3,56.34 
387.0 ,0.1959 ,20.0 ,0.0081 ,94.0 ,0.0383 ,0.1954 ,157.0 ,0.0640 ,0.3264 ,13.9 ,0.0057 ,938.0 ,0.3821 ,845.0 ,0.3442 ,56 ,2454.9,47.97 
387.0 ,0.1961 ,20.0 ,0.0082 ,94.0 ,0.0383 ,0.1954 ,157.0 ,0.0640 ,0.3264 ,11.6 ,0.0047 ,938.0 ,0.3824 ,845.0 ,0.3445 ,56 ,2452.6,61.46 
355.0 ,0.1832 ,19.0 ,0.0077 ,97.0 ,0.0393 ,0.2146 ,145.0 ,0.0588 ,0.3208 ,13.1 ,0.0053 ,967.0 ,0.3920 ,871.0 ,0.3530 ,28 ,2467.1,44.03 
355.0 ,0.1833 ,19.0 ,0.0077 ,97.0 ,0.0393 ,0.2146 ,145.0 ,0.0588 ,0.3208 ,12.3 ,0.0050 ,967.0 ,0.3921 ,871.0 ,0.3532 ,28 ,2466.3,55.45 
491.0 ,0.2522 ,26.0 ,0.0107 ,123.0 ,0.0505 ,0.2003 ,210.0 ,0.0862 ,0.3420 ,3.9 ,0.0016 ,882.0 ,0.3622 ,699.0 ,0.2871 ,28 ,2434.9,55.55 
491.0 ,0.2595 ,26.0 ,0.0110 ,123.0 ,0.0520 ,0.2003 ,201.0 ,0.0850 ,0.3274 ,3.9 ,0.0017 ,822.0 ,0.3474 ,699.0 ,0.2954 ,28 ,2365.9,57.92 
491.0 ,0.2522 ,26.0 ,0.0107 ,123.0 ,0.0505 ,0.2003 ,210.0 ,0.0862 ,0.3420 ,3.9 ,0.0016 ,882.0 ,0.3622 ,699.0 ,0.2871 ,3 ,2434.9,25.61 
491.0 ,0.2522 ,26.0 ,0.0107 ,123.0 ,0.0505 ,0.2003 ,210.0 ,0.0862 ,0.3420 ,3.9 ,0.0016 ,882.0 ,0.3622 ,699.0 ,0.2871 ,7 ,2434.9,33.49 
491.0 ,0.2522 ,26.0 ,0.0107 ,123.0 ,0.0505 ,0.2003 ,210.0 ,0.0862 ,0.3420 ,3.9 ,0.0016 ,882.0 ,0.3622 ,699.0 ,0.2871 ,56 ,2434.9,59.59 
491.0 ,0.2595 ,26.0 ,0.0110 ,123.0 ,0.0520 ,0.2003 ,201.0 ,0.0850 ,0.3274 ,3.9 ,0.0017 ,822.0 ,0.3474 ,699.0 ,0.2954 ,3 ,2365.9,29.55 
491.0 ,0.2595 ,26.0 ,0.0110 ,123.0 ,0.0520 ,0.2003 ,201.0 ,0.0850 ,0.3274 ,3.9 ,0.0017 ,822.0 ,0.3474 ,699.0 ,0.2954 ,7 ,2365.9,37.92 
491.0 ,0.2595 ,26.0 ,0.0110 ,123.0 ,0.0520 ,0.2003 ,201.0 ,0.0850 ,0.3274 ,3.9 ,0.0017 ,822.0 ,0.3474 ,699.0 ,0.2954 ,56 ,2365.9,61.86 
424.0 ,0.2380 ,22.0 ,0.0094 ,132.0 ,0.0565 ,0.2374 ,178.0 ,0.0762 ,0.3201 ,8.5 ,0.0036 ,822.0 ,0.3518 ,750.0 ,0.3210 ,28 ,2336.5,62.05 
424.0 ,0.2320 ,22.0 ,0.0092 ,132.0 ,0.0551 ,0.2374 ,178.0 ,0.0743 ,0.3201 ,8.5 ,0.0035 ,882.0 ,0.3680 ,750.0 ,0.3130 ,3 ,2396.5,32.01 
424.0 ,0.2389 ,22.0 ,0.0095 ,132.0 ,0.0567 ,0.2374 ,168.0 ,0.0722 ,0.3022 ,8.9 ,0.0038 ,822.0 ,0.3533 ,750.0 ,0.3223 ,28 ,2326.9,72.10 
424.0 ,0.2380 ,22.0 ,0.0094 ,132.0 ,0.0565 ,0.2374 ,178.0 ,0.0762 ,0.3201 ,8.5 ,0.0036 ,822.0 ,0.3518 ,750.0 ,0.3210 ,7 ,2336.5,39.00 
424.0 ,0.2380 ,22.0 ,0.0094 ,132.0 ,0.0565 ,0.2374 ,178.0 ,0.0762 ,0.3201 ,8.5 ,0.0036 ,822.0 ,0.3518 ,750.0 ,0.3210 ,56 ,2336.5,65.70 
424.0 ,0.2389 ,22.0 ,0.0095 ,132.0 ,0.0567 ,0.2374 ,168.0 ,0.0722 ,0.3022 ,8.9 ,0.0038 ,822.0 ,0.3533 ,750.0 ,0.3223 ,3 ,2326.9,32.11 
424.0 ,0.2389 ,22.0 ,0.0095 ,132.0 ,0.0567 ,0.2374 ,168.0 ,0.0722 ,0.3022 ,8.9 ,0.0038 ,822.0 ,0.3533 ,750.0 ,0.3223 ,7 ,2326.9,40.29 
424.0 ,0.2389 ,22.0 ,0.0095 ,132.0 ,0.0567 ,0.2374 ,168.0 ,0.0722 ,0.3022 ,8.9 ,0.0038 ,822.0 ,0.3533 ,750.0 ,0.3223 ,56 ,2326.9,74.36 
202.0 ,0.1488 ,11.0 ,0.0048 ,141.0 ,0.0612 ,0.4111 ,206.0 ,0.0894 ,0.6006 ,1.7 ,0.0007 ,942.0 ,0.4087 ,801.0 ,0.3475 ,28 ,2304.7,21.97 
202.0 ,0.1488 ,11.0 ,0.0048 ,141.0 ,0.0612 ,0.4111 ,206.0 ,0.0894 ,0.6006 ,1.7 ,0.0007 ,942.0 ,0.4087 ,801.0 ,0.3475 ,3 ,2304.7,9.85 
202.0 ,0.1488 ,11.0 ,0.0048 ,141.0 ,0.0612 ,0.4111 ,206.0 ,0.0894 ,0.6006 ,1.7 ,0.0007 ,942.0 ,0.4087 ,801.0 ,0.3475 ,7 ,2304.7,15.07 
202.0 ,0.1488 ,11.0 ,0.0048 ,141.0 ,0.0612 ,0.4111 ,206.0 ,0.0894 ,0.6006 ,1.7 ,0.0007 ,942.0 ,0.4087 ,801.0 ,0.3475 ,56 ,2304.7,23.25 
284.0 ,0.1874 ,15.0 ,0.0066 ,141.0 ,0.0622 ,0.3318 ,179.0 ,0.0789 ,0.4212 ,5.5 ,0.0024 ,842.0 ,0.3713 ,801.0 ,0.3533 ,28 ,2267.5,43.73 
284.0 ,0.1874 ,15.0 ,0.0066 ,141.0 ,0.0622 ,0.3318 ,179.0 ,0.0789 ,0.4212 ,5.5 ,0.0024 ,842.0 ,0.3713 ,801.0 ,0.3533 ,3 ,2267.5,13.40 
284.0 ,0.1874 ,15.0 ,0.0066 ,141.0 ,0.0622 ,0.3318 ,179.0 ,0.0789 ,0.4212 ,5.5 ,0.0024 ,842.0 ,0.3713 ,801.0 ,0.3533 ,7 ,2267.5,24.13 
284.0 ,0.1874 ,15.0 ,0.0066 ,141.0 ,0.0622 ,0.3318 ,179.0 ,0.0789 ,0.4212 ,5.5 ,0.0024 ,842.0 ,0.3713 ,801.0 ,0.3533 ,56 ,2267.5,44.52 
359.0 ,0.2060 ,19.0 ,0.0078 ,141.0 ,0.0581 ,0.2820 ,154.0 ,0.0635 ,0.3080 ,10.9 ,0.0045 ,942.0 ,0.3881 ,801.0 ,0.3300 ,28 ,2426.9,62.94 
359.0 ,0.2060 ,19.0 ,0.0078 ,141.0 ,0.0581 ,0.2820 ,154.0 ,0.0635 ,0.3080 ,10.9 ,0.0045 ,942.0 ,0.3881 ,801.0 ,0.3300 ,28 ,2426.9,59.49 
359.0 ,0.2060 ,19.0 ,0.0078 ,141.0 ,0.0581 ,0.2820 ,154.0 ,0.0635 ,0.3080 ,10.9 ,0.0045 ,942.0 ,0.3881 ,801.0 ,0.3300 ,3 ,2426.9,25.12 
359.0 ,0.2060 ,19.0 ,0.0078 ,141.0 ,0.0581 ,0.2820 ,154.0 ,0.0635 ,0.3080 ,10.9 ,0.0045 ,942.0 ,0.3881 ,801.0 ,0.3300 ,3 ,2426.9,23.64 
359.0 ,0.2060 ,19.0 ,0.0078 ,141.0 ,0.0581 ,0.2820 ,154.0 ,0.0635 ,0.3080 ,10.9 ,0.0045 ,942.0 ,0.3881 ,801.0 ,0.3300 ,7 ,2426.9,35.75 
359.0 ,0.2060 ,19.0 ,0.0078 ,141.0 ,0.0581 ,0.2820 ,154.0 ,0.0635 ,0.3080 ,10.9 ,0.0045 ,942.0 ,0.3881 ,801.0 ,0.3300 ,7 ,2426.9,38.61 
359.0 ,0.2060 ,19.0 ,0.0078 ,141.0 ,0.0581 ,0.2820 ,154.0 ,0.0635 ,0.3080 ,10.9 ,0.0045 ,942.0 ,0.3881 ,801.0 ,0.3300 ,56 ,2426.9,68.75 
359.0 ,0.2060 ,19.0 ,0.0078 ,141.0 ,0.0581 ,0.2820 ,154.0 ,0.0635 ,0.3080 ,10.9 ,0.0045 ,942.0 ,0.3881 ,801.0 ,0.3300 ,56 ,2426.9,66.78 
436.0 ,0.1971 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,218.0 ,0.0985 ,0.5000 ,0.0 ,0.0000 ,838.4 ,0.3790 ,719.7 ,0.3253 ,28 ,2212.1,23.85 
289.0 ,0.1262 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0839 ,0.6644 ,0.0 ,0.0000 ,913.2 ,0.3989 ,895.3 ,0.3910 ,90 ,2289.5,32.07 
289.0 ,0.1262 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0839 ,0.6644 ,0.0 ,0.0000 ,913.2 ,0.3989 ,895.3 ,0.3910 ,3 ,2289.5,11.65 
393.0 ,0.1700 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0831 ,0.4885 ,0.0 ,0.0000 ,940.6 ,0.4070 ,785.6 ,0.3399 ,3 ,2311.2,19.20 
393.0 ,0.1700 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0831 ,0.4885 ,0.0 ,0.0000 ,940.6 ,0.4070 ,785.6 ,0.3399 ,90 ,2311.2,48.85 
393.0 ,0.1700 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0831 ,0.4885 ,0.0 ,0.0000 ,940.6 ,0.4070 ,785.6 ,0.3399 ,28 ,2311.2,39.60 
480.0 ,0.2069 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0827 ,0.4000 ,0.0 ,0.0000 ,936.2 ,0.4035 ,712.2 ,0.3069 ,28 ,2320.4,43.94 
480.0 ,0.2069 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0827 ,0.4000 ,0.0 ,0.0000 ,936.2 ,0.4035 ,712.2 ,0.3069 ,7 ,2320.4,34.57 
480.0 ,0.2069 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0827 ,0.4000 ,0.0 ,0.0000 ,936.2 ,0.4035 ,712.2 ,0.3069 ,90 ,2320.4,54.32 
480.0 ,0.2069 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0827 ,0.4000 ,0.0 ,0.0000 ,936.2 ,0.4035 ,712.2 ,0.3069 ,3 ,2320.4,24.40 
333.0 ,0.1449 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0835 ,0.5766 ,0.0 ,0.0000 ,931.2 ,0.4051 ,842.6 ,0.3665 ,3 ,2298.8,15.62 
255.0 ,0.1118 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0841 ,0.7529 ,0.0 ,0.0000 ,889.8 ,0.3900 ,945.0 ,0.4141 ,90 ,2281.8,21.86 
255.0 ,0.1118 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0841 ,0.7529 ,0.0 ,0.0000 ,889.8 ,0.3900 ,945.0 ,0.4141 ,7 ,2281.8,10.22 
289.0 ,0.1262 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0839 ,0.6644 ,0.0 ,0.0000 ,913.2 ,0.3989 ,895.3 ,0.3910 ,7 ,2289.5,14.60 
255.0 ,0.1118 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0841 ,0.7529 ,0.0 ,0.0000 ,889.8 ,0.3900 ,945.0 ,0.4141 ,28 ,2281.8,18.75 
333.0 ,0.1449 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0835 ,0.5766 ,0.0 ,0.0000 ,931.2 ,0.4051 ,842.6 ,0.3665 ,28 ,2298.8,31.97 
333.0 ,0.1449 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0835 ,0.5766 ,0.0 ,0.0000 ,931.2 ,0.4051 ,842.6 ,0.3665 ,7 ,2298.8,23.40 
289.0 ,0.1262 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0839 ,0.6644 ,0.0 ,0.0000 ,913.2 ,0.3989 ,895.3 ,0.3910 ,28 ,2289.5,25.57 
333.0 ,0.1449 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0835 ,0.5766 ,0.0 ,0.0000 ,931.2 ,0.4051 ,842.6 ,0.3665 ,90 ,2298.8,41.68 
393.0 ,0.1700 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0831 ,0.4885 ,0.0 ,0.0000 ,940.6 ,0.4070 ,785.6 ,0.3399 ,7 ,2311.2,27.74 
255.0 ,0.1118 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0841 ,0.7529 ,0.0 ,0.0000 ,889.8 ,0.3900 ,945.0 ,0.4141 ,3 ,2281.8,8.20 
158.8 ,0.0674 ,238.2 ,0.1010 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0788 ,1.1694 ,0.0 ,0.0000 ,1040.6 ,0.4414 ,734.3 ,0.3115 ,7 ,2357.6,9.62 
239.6 ,0.1002 ,359.4 ,0.1503 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0777 ,0.7750 ,0.0 ,0.0000 ,941.6 ,0.3939 ,664.3 ,0.2779 ,7 ,2390.6,25.42 
238.2 ,0.1010 ,158.8 ,0.0674 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0788 ,0.7796 ,0.0 ,0.0000 ,1040.6 ,0.4414 ,734.3 ,0.3115 ,7 ,2357.6,15.69 
181.9 ,0.0768 ,272.8 ,0.1152 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0785 ,1.0209 ,0.0 ,0.0000 ,1012.4 ,0.4277 ,714.3 ,0.3018 ,28 ,2367.1,27.94 
193.5 ,0.0816 ,290.2 ,0.1223 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0783 ,0.9597 ,0.0 ,0.0000 ,998.2 ,0.4208 ,704.3 ,0.2969 ,28 ,2371.9,32.63 
255.5 ,0.1082 ,170.3 ,0.0721 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0786 ,0.7268 ,0.0 ,0.0000 ,1026.6 ,0.4346 ,724.3 ,0.3066 ,7 ,2362.4,17.24 
272.8 ,0.1152 ,181.9 ,0.0768 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0785 ,0.6807 ,0.0 ,0.0000 ,1012.4 ,0.4277 ,714.3 ,0.3018 ,7 ,2367.1,19.77 
239.6 ,0.1002 ,359.4 ,0.1503 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0777 ,0.7750 ,0.0 ,0.0000 ,941.6 ,0.3939 ,664.3 ,0.2779 ,28 ,2390.6,39.44 
220.8 ,0.0938 ,147.2 ,0.0626 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0789 ,0.8410 ,0.0 ,0.0000 ,1055.0 ,0.4484 ,744.3 ,0.3163 ,28 ,2353.0,25.75 
397.0 ,0.1684 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0788 ,0.4678 ,0.0 ,0.0000 ,1040.6 ,0.4414 ,734.3 ,0.3115 ,28 ,2357.6,33.08 
382.5 ,0.1624 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0788 ,0.4855 ,0.0 ,0.0000 ,1047.8 ,0.4449 ,739.3 ,0.3139 ,7 ,2355.3,24.07 
210.7 ,0.0886 ,316.1 ,0.1329 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0781 ,0.8813 ,0.0 ,0.0000 ,977.0 ,0.4107 ,689.3 ,0.2898 ,7 ,2378.8,21.82 
158.8 ,0.0674 ,238.2 ,0.1010 ,0.0 ,0.0000 ,0.0000 ,185.7 ,0.0788 ,1.1694 ,0.0 ,0.0000 ,1040.6 ,0.4414 ,734.3 ,0.3115 ,28 ,2357.6,21.07 
